exemplar,Ali was a famous character,Belgium is doing this well,Eddy Merckx was a famous character,Fred Deburgghraeve is a famous character,Justine Henin is a famous player,Kim Clijsters is a famous player,Raymond Ceulemans is a famous player,Saive is a famous player,Swans Lake is a famous performance,Tour de France is a famous competition,a referee/umpire supervises the game,a team consists of eleven players,afterwards an après-ski takes place,be sportsmanlike,become wet,begins with service,being quiet,breast stroke is a style,breating is important,can be a profession,can be coupled with doping,can be dangerous,can be fast,can be practised alone,can be practised at sea,can be practised both as competition or as relaxing,can be practised both as professional or as amateur,can be practised everywhere,can be practised in a café,can be practised in a club,can be practised in all weather conditions,can be practised in competition,can be practised in group,can be practised in the garden,can be practised in the woods,can be practised indoor,can be practised indoor or outdoor,can be practised on the beach,can be practised outdoor,can be practised with a computer,can be practised with four players,can be practised with two or four persons,can best be practised with ski glasses,can cause blisters,can cause pain,can cause painful feet,can hurt if hit by the ball,can only take place in water,catch the ball,consists of a number of rounds,consists of several sets,cover a distance,develop muscles,ends with a knock out,every team has a goal,every team has a goalkeeper,everybody can do it,exists in every country,exists in several classes,exists in several kinds: classical or jazz,films are made of it,gamble,gives a kick,go up with a ski lift,happens on vacantion,has a lot of media attention,has a pitcher,has an specific point system,has been practised by knights,has bishops,has different disciplines,has holds,has its own terminology,has several accessories,has several colours of belts in order of level,has several styles,has several weight,has some rules of play,hit a ball,in the centre is a net,is a ball sport,is a discipline within athletics,is a fighting sport,is a game,is a hobby,is a kind of dancing,is a kind of moving himself,is a mental game,is a part of triathlon,is a party game,is a physical activity,is a rough sport,is a sport,is a sport with acrobatics,is a teamsport,is a tranquil sport,is a verb,is a water sport,is about speed,is accompanied by a fashion,is accompanied by music,is active,is age-old,is aggressive,is an activity,is an intensive sport,is an olympic discipline,is bad for certain parts of the body,is beautiful to see,is boring,is cold,is dangerous,is difficult to learn,is dificult,is elegant,is elitist,is expensive,is fast,is fun,is good for the condition,is hard,is healthy,is heavy,is learnt in ballet schools,is little popular,is mostly practised by boys,is mostly practised by girls,is mostly practised by men,is mostly practised by old men,is mostly practised by old people,is mostly practised by two people,is mostly practised in the summer,is mostly practised in the winter,is not an olympic discipline,is not fun,is often practised at the buck,is originating from America,is originating from Asia,is originating from China,is originating from Japan,is originating from the Greek,is originating from the United Kingdom,is played at a billiard table,is played on a field,is played with a black ball that must be the latest in the hole,is played with a white ball to kick the other balls,is played with basketball,is played with pawns with their own function,is popular,is popular in America,is popular in Belgium,is popular in Great Britain,is popular with young girls,is practised against a wall,is practised alone,is practised alone or in group,is practised at a lake,is practised at school,is practised at sea,is practised at the youth movement,is practised by a ball with blebs to improve the grip,is practised by a horseman,is practised by an orange ball,is practised by athletes,is practised by both men and women,is practised by muscled men,is practised by muscled people,is practised by pliant people,is practised by rich people,is practised by six players in a team,is practised by slim people,is practised by smart people,is practised by snobs,is practised by tall people,is practised by two or four players,is practised by two or more players,is practised by two people,is practised by two teams,is practised in a arena,is practised in a boxing ring,is practised in a café,is practised in a closed room,is practised in a club,is practised in a hall,is practised in a room with glass doors,is practised in a room with red marking lines on the wall,is practised in a small room,is practised in a squashbox,is practised in a stadium,is practised in a swimming pool,is practised in countries like Austria and Suisse,is practised in good weather,is practised in nature,is practised in pink clothing,is practised in the mountains,is practised in the summer,is practised in the winter,is practised in the woods,is practised in tight clothing,is practised indoor,is practised on a chessboard with white and black squares,is practised on a field,is practised on a field of grass,is practised on a field with lines,is practised on a field with several holes,is practised on a green table,is practised on a green table with a net,is practised on a large field,is practised on a mat,is practised on a piste,is practised on a ski run,is practised on a special ground,is practised on bare feet,is practised on high waves,is practised on ice,is practised on promenade walks,is practised on sand,is practised on several fields,"is practised on several fields: grass, gravel or hard court",is practised on skis,is practised on snow,is practised on the public highway,is practised on water,is practised outdoor,is practised over a net,is practised when there is snow,is practised with a ball,is practised with a ball and a bat,is practised with a ball that bounces well,is practised with a ball with figures,is practised with a ball with white and black squares,is practised with a bat,is practised with a bicycle,is practised with a big ball,is practised with a board,is practised with a boat,is practised with a cue,is practised with a fishing rod,is practised with a hard ball,is practised with a heavy ball,is practised with a high net,is practised with a leathern ball,is practised with a light ball,is practised with a little small ball,is practised with a little white ball,is practised with a low net,is practised with a mosty white ball,is practised with a number of coloured balls,is practised with a oval ball,is practised with a pallet,is practised with a plume,is practised with a puck,is practised with a racket,is practised with a racket and a ball,is practised with a round ball,is practised with a rubber ball,is practised with a sewed ball,is practised with a shot,is practised with a small ball,is practised with a stick,is practised with a sword,is practised with a white ball,is practised with an air-filled ball,is practised with ballet shoes,is practised with balls of different weight,is practised with black and white pawns,is practised with gloves,is practised with protective clothing,is practised with riding boots,is practised with sails that hang in a mast,is practised with several apparatus,is practised with ski sticks,is practised with special shoes,is practised with sport shoes,is practised with swimming gear,is practised with the feet,is practised with white protective clothing,is practised with wooden pawns,is relaxing,is restful,is slow,is sometimes accompanied with blood,is teached by a trainer,is time-consuming,is tiring,is usually a men's sport,is violent,it is allowed to dribble,it is not allowed to run with the ball,it is shown in television programmes,jump,jumping in a sandbox,jumping is a style,kick a ball,kind of movement,knock off before the white line,legs can break,looks like pooll,looks like tennis,make a home run,makes often use of the trampoline,miniature golf is a variant,move arms and legs,move forward on ice skates,must be learned,needs a good condition,needs a lot of effort,needs a lot of patience,needs a lot of training,needs a lot of wind,needs a net,needs a number of balls,needs a number of sails that catch the wind,needs a ring,needs a saddle,needs a sail,needs a table with a number of holes,needs adapted clothing,needs bait,needs discipline,needs good shoes,needs horses,needs little effort,needs power,needs specific skills,needs sporty clothing,needs strategic insight,needs strong arm muscles,one to one,people can earn big money with it,people can fall,people can get wounded,people can win prizes with it,people give performances of it,point,prevents downing,purpose is to jump as far as possible,push the ball with finger tips,put the shot,run,run fast,score to win,shave legs,slide downhill,smash,sprint,stand on tiptoe,supporters encourage the players,sweat,take a run-up,takes 90 minutes,takes long time,the bal must be blown up,the ball makes a tapping noise,the ball may not fall,"the closest point of your fall to the startingpoint, counts",the distance is measured,the fishes are mostly thown back,the king is the most important figure,the players wear a helmet,the players wear a helmet with gauze,the players wear a kimono,the purpose is to catch the biggest amount of fish,the purpose is to checkmate the king of the opponent,the purpose is to hit the ball in a hole,the purpose is to throw as far as possible,the queen is the strongest figure,the record is around 8 metres,the sails exist in several kinds,the way of scoring is called 'touchdown',thinking long,throw a ball,throw the ball through a ring,to protect yourself,top sportsmen earn big money with it,use hands,use legs,wearing a brace,wearing a cap,wearing a ski suit,wearing a tutu,wearing short trousers
badminton,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
ballet,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
baseball,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
basketball,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
billiards,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
boxing,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
chess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
cycling,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
