exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
apron,20.0,4.0,9.0,1.0,2.0,6.0,10.0,7.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,6.0,9.0,1.0,9.0,7.0,12.0,13.0,2.0,12.0,3.0,1.0,3.0,7.0,5.0,10.0,5.0,10.0,9.0
bottle,4.0,20.0,7.0,2.0,1.0,3.0,8.0,12.0,13.0,1.0,12.0,17.0,2.0,2.0,9.0,1.0,1.0,3.0,10.0,2.0,7.0,5.0,9.0,1.0,10.0,10.0,13.0,10.0,10.0,2.0,1.0,6.0,2.0
bowl,9.0,7.0,20.0,7.0,1.0,10.0,11.0,6.0,4.0,1.0,9.0,8.0,3.0,3.0,10.0,2.0,7.0,8.0,16.0,2.0,7.0,13.0,1.0,4.0,1.0,5.0,7.0,1.0,1.0,1.0,4.0,11.0,16.0
can opener,1.0,2.0,7.0,20.0,6.0,11.0,7.0,6.0,4.0,1.0,1.0,11.0,4.0,7.0,1.0,2.0,7.0,1.0,2.0,11.0,9.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,10.0,1.0,10.0,2.0
colander,2.0,1.0,1.0,6.0,20.0,2.0,9.0,5.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,7.0,1.0,8.0,1.0,2.0,6.0,2.0,3.0,4.0,3.0,9.0,1.0,4.0,1.0,4.0,2.0,2.0
electric kettle,6.0,3.0,10.0,11.0,2.0,20.0,4.0,5.0,1.0,2.0,6.0,2.0,1.0,4.0,11.0,15.0,10.0,6.0,8.0,1.0,4.0,5.0,11.0,8.0,1.0,7.0,8.0,6.0,8.0,5.0,4.0,9.0,8.0
fork,10.0,8.0,11.0,7.0,9.0,4.0,20.0,6.0,7.0,1.0,8.0,9.0,9.0,3.0,1.0,2.0,12.0,4.0,1.0,2.0,18.0,11.0,2.0,4.0,1.0,3.0,8.0,8.0,1.0,9.0,8.0,7.0,13.0
fridge,7.0,12.0,6.0,6.0,5.0,5.0,6.0,20.0,1.0,1.0,1.0,1.0,15.0,9.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,3.0,4.0
glass,1.0,13.0,4.0,4.0,3.0,1.0,7.0,1.0,20.0,14.0,3.0,8.0,1.0,1.0,18.0,8.0,1.0,6.0,2.0,7.0,9.0,1.0,10.0,10.0,7.0,9.0,9.0,1.0,1.0,1.0,8.0,6.0,6.0
grater,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,14.0,20.0,7.0,5.0,5.0,4.0,9.0,5.0,2.0,9.0,4.0,5.0,3.0,5.0,8.0,15.0,8.0,10.0,1.0,1.0,1.0,1.0,8.0,2.0,5.0
kettle,1.0,12.0,9.0,1.0,1.0,6.0,8.0,1.0,3.0,7.0,20.0,9.0,2.0,1.0,4.0,4.0,3.0,1.0,8.0,8.0,1.0,2.0,7.0,2.0,10.0,10.0,16.0,1.0,14.0,1.0,2.0,9.0,3.0
knife,1.0,17.0,8.0,11.0,1.0,2.0,9.0,1.0,8.0,5.0,9.0,20.0,8.0,8.0,9.0,2.0,6.0,6.0,1.0,1.0,10.0,9.0,9.0,1.0,11.0,6.0,11.0,1.0,2.0,2.0,1.0,1.0,8.0
microwave oven,6.0,2.0,3.0,4.0,2.0,1.0,9.0,15.0,1.0,5.0,2.0,8.0,20.0,12.0,1.0,1.0,7.0,1.0,2.0,1.0,7.0,3.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,5.0,1.0
mixer,1.0,2.0,3.0,7.0,6.0,4.0,3.0,9.0,1.0,4.0,1.0,8.0,12.0,20.0,7.0,1.0,2.0,4.0,6.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0
mug,4.0,9.0,10.0,1.0,3.0,11.0,1.0,1.0,18.0,9.0,4.0,9.0,1.0,7.0,20.0,3.0,5.0,14.0,2.0,6.0,3.0,10.0,7.0,9.0,1.0,12.0,6.0,3.0,10.0,3.0,3.0,2.0,9.0
nutcracker,6.0,1.0,2.0,2.0,1.0,15.0,2.0,1.0,8.0,5.0,4.0,2.0,1.0,1.0,3.0,20.0,6.0,2.0,6.0,8.0,1.0,6.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,10.0,8.0
oven,9.0,1.0,7.0,7.0,7.0,10.0,12.0,9.0,1.0,2.0,3.0,6.0,7.0,2.0,5.0,6.0,20.0,1.0,1.0,13.0,9.0,6.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,9.0,11.0
pan,1.0,3.0,8.0,1.0,1.0,6.0,4.0,1.0,6.0,9.0,1.0,6.0,1.0,4.0,14.0,2.0,1.0,20.0,2.0,3.0,5.0,10.0,3.0,9.0,8.0,1.0,3.0,1.0,4.0,5.0,10.0,1.0,9.0
percolator,9.0,10.0,16.0,2.0,8.0,8.0,1.0,1.0,2.0,4.0,8.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,20.0,8.0,8.0,1.0,1.0,1.0,8.0,1.0,9.0,2.0,5.0,2.0,2.0,10.0,1.0
place mat,7.0,2.0,2.0,11.0,1.0,1.0,2.0,1.0,7.0,5.0,8.0,1.0,1.0,5.0,6.0,8.0,13.0,3.0,8.0,20.0,6.0,9.0,4.0,2.0,9.0,1.0,10.0,7.0,3.0,10.0,3.0,12.0,3.0
plate,12.0,7.0,7.0,9.0,2.0,4.0,18.0,9.0,9.0,3.0,1.0,10.0,7.0,1.0,3.0,1.0,9.0,5.0,8.0,6.0,20.0,12.0,1.0,1.0,9.0,4.0,1.0,4.0,1.0,15.0,6.0,11.0,8.0
pot,13.0,5.0,13.0,6.0,6.0,5.0,11.0,2.0,1.0,5.0,2.0,9.0,3.0,1.0,10.0,6.0,6.0,10.0,1.0,9.0,12.0,20.0,1.0,1.0,2.0,9.0,7.0,4.0,1.0,6.0,3.0,9.0,15.0
scales,2.0,9.0,1.0,1.0,2.0,11.0,2.0,1.0,10.0,8.0,7.0,9.0,1.0,5.0,7.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,20.0,9.0,10.0,8.0,7.0,1.0,10.0,2.0,4.0,4.0,7.0
scissors,12.0,1.0,4.0,2.0,3.0,8.0,4.0,1.0,10.0,15.0,2.0,1.0,1.0,1.0,9.0,5.0,1.0,9.0,1.0,2.0,1.0,1.0,9.0,20.0,6.0,5.0,4.0,1.0,1.0,1.0,7.0,7.0,3.0
sieve,3.0,10.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,8.0,10.0,11.0,1.0,1.0,1.0,1.0,3.0,8.0,8.0,9.0,9.0,2.0,10.0,6.0,20.0,4.0,10.0,1.0,10.0,1.0,1.0,3.0,1.0
spatula,1.0,10.0,5.0,2.0,3.0,7.0,3.0,5.0,9.0,10.0,10.0,6.0,2.0,1.0,12.0,1.0,4.0,1.0,1.0,1.0,4.0,9.0,8.0,5.0,4.0,20.0,14.0,1.0,10.0,1.0,7.0,4.0,1.0
spoon,3.0,13.0,7.0,1.0,9.0,8.0,8.0,3.0,9.0,1.0,16.0,11.0,2.0,1.0,6.0,1.0,5.0,3.0,9.0,10.0,1.0,7.0,7.0,4.0,10.0,14.0,20.0,1.0,19.0,1.0,1.0,9.0,1.0
stove,7.0,10.0,1.0,3.0,1.0,6.0,8.0,8.0,1.0,1.0,1.0,1.0,8.0,3.0,3.0,2.0,4.0,1.0,2.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,6.0,1.0,8.0,8.0
teaspoon,5.0,10.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,14.0,2.0,2.0,1.0,10.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,10.0,1.0,10.0,10.0,19.0,1.0,20.0,1.0,2.0,3.0,1.0
toaster,10.0,2.0,1.0,10.0,1.0,5.0,9.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,4.0,1.0,5.0,2.0,10.0,15.0,6.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,20.0,4.0,10.0,4.0
towel,5.0,1.0,4.0,1.0,4.0,4.0,8.0,1.0,8.0,8.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,10.0,2.0,3.0,6.0,3.0,4.0,7.0,1.0,7.0,1.0,1.0,2.0,4.0,20.0,7.0,10.0
whisk,10.0,6.0,11.0,10.0,2.0,9.0,7.0,3.0,6.0,2.0,9.0,1.0,5.0,8.0,2.0,10.0,9.0,1.0,10.0,12.0,11.0,9.0,4.0,7.0,3.0,4.0,9.0,8.0,3.0,10.0,7.0,20.0,10.0
wok,9.0,2.0,16.0,2.0,2.0,8.0,13.0,4.0,6.0,5.0,3.0,8.0,1.0,1.0,9.0,8.0,11.0,9.0,1.0,3.0,8.0,15.0,7.0,3.0,1.0,1.0,1.0,8.0,1.0,4.0,10.0,10.0,20.0
